Time (sec),Stage,Stage Time (sec),Mach Number,Angle of Attack (deg),CD,CL,Thrust (lb),Weight (lb),Drag (lb),Lift (lb),CG (in),CP (in),Stability Margin (cal),Accel (ft/sec^2),Accel-V (ft/sec^2),Accel-H (ft/sec^2),Velocity (ft/sec),Vel-V (ft/sec),Vel-H (ft/sec),Pitch Attitude (deg),Flight Path Angle (deg),Altitude (ft),Distance (ft)
0,S,0,0,0,0,0,0,63.13,0,0,71.96,83.10394,1.797409,0,0,0,0,0,0,85,85,0,0
0.010,S,0.010,0.010,0,0.3208482,0,72.70269,63.13,0,0,71.94735,83.10394,1.799449,5.73362597945577,4.7376931200364,3.22935454427814,0.0573362617469106,0.04737693,0.03229355,85,85,0.0002368846,0.0001614677
0.02,S,0.02,0.010,0,0.3208482,0,145.4054,63.12827,0.0000001872398,0,71.9347,83.10394,1.80149,42.1492313580331,41.6514163606918,6.45888684072534,0.473899942538089,0.4638911,0.09688242,85,85,0.002793225,0.0008073476
0.03,S,0.03,0.010,0,0.3208482,0,218.1081,63.12306,0.00001279123,0,71.92205,83.10394,1.80353,79.1683849546094,78.5732396078257,9.68912761049399,1.26455857471302,1.249624,0.1937737,85,85,0.0113608,0.002260628
0.04,S,0.04,0.010,0,0.3208482,0,290.8108,63.11439,0.00009107875,0,71.9094,83.10394,1.80557,116.229639738459,115.509250693597,12.9206098128456,2.42630892446473,2.404716,0.3229798,85,85,0.0296325,0.004844395
0.05,S,0.05,0.010,0,0.3208482,0,363.5134,63.10224,0.0003352981,0,71.89675,83.10394,1.80761,153.318844131319,152.465473999266,16.1538603418124,3.95913052880089,3.929371,0.4845184,85,85,0.06130293,0.008881886
0.05999999,S,0.05999999,0.010,0,0.3208483,0,436.2161,63.08662,0.000892767,0,71.8841,83.10394,1.809651,190.437599889895,189.447961935509,19.3894087146983,5.8632315310199,5.823851,0.6784125,85,85,0.110069,0.01469654
0.06999999,S,0.06999999,0.010,0,0.3208484,0,508.9188,63.06754,0.001957997,0,71.87145,83.10394,1.811691,227.590398929262,226.462741212584,22.6277821993821,8.13891521894063,8.088478,0.9046903,85,85,0.1796307,0.02261205
0.07999999,S,0.07999999,0.010,0,0.3208485,0,581.6215,63.04498,0.003772854,0,71.8588,83.10394,1.813731,264.782579842709,263.515812163151,25.8695057578483,10.7865619910156,10.72364,1.163385,85,85,0.2736913,0.03295243
0.08999999,S,0.08999999,0.010,0,0.3208487,0,597.545,63.01896,0.006626769,0,71.84615,83.10394,1.815771,273.032947336042,271.735231534378,26.5886117344252,13.5167683904922,13.44099,1.429271,85,85,0.3945144,0.04591571
0.09999999,S,0.09999999,0.01232033,0,0.3254988,0,599.2738,62.99055,0.01055672,0,71.8335,83.10394,1.817812,274.0515002942,272.749961906207,26.6773891838066,16.2572026394914,16.16849,1.696045,85,85,0.5425618,0.06154229
0.11,S,0.11,0.0148182,0,0.346562,0,601.0026,62.96198,0.01625938,0,71.82085,83.10394,1.819852,275.070798216776,273.765434064329,26.7662313967423,19.0078477152062,18.90614,1.963707,85,85,0.717935,0.07984105
0.12,S,0.12,0.01732539,0,0.3607795,0,602.7313,62.93334,0.02313857,0,71.8082,83.10394,1.821892,276.090783207421,274.781590318336,26.8551334797153,21.7687151624467,21.65396,2.232258,85,85,0.9207355,0.1008209
0.13,S,0.13,0.01984189,0,0.3707376,0,604.46,62.90461,0.03118587,0,71.79556,83.10394,1.823933,277.11156259022,275.79853757621,26.9441049585447,24.5398003362492,24.41195,2.501699,85,85,1.151065,0.1244906
0.14,S,0.14,0.02236772,0,0.3779148,0,606.1888,62.8758,0.04039784,0,71.78291,83.10394,1.825973,278.133059440115,276.816199238431,27.033138787562,27.3211004641335,27.18011,2.77203,85,85,1.409025,0.1508593
0.15,S,0.15,0.02490286,0,0.3831991,0,607.9175,62.84691,0.05077374,0,71.77026,83.10394,1.828013,279.155283622186,277.834585119734,27.1222359979507,30.1126336983994,29.95846,3.043252,85,85,1.694718,0.1799357
0.16,S,0.16,0.02744734,0,0.3871499,0,609.6462,62.81793,0.06231466,0,71.75761,83.10394,1.830053,280.178302221731,278.85376205684,27.2114024371945,32.9143989905808,32.747,3.315366,85,85,2.008245,0.2117288
0.17,S,0.17,0.03000115,0,0.3901342,0,611.375,62.78888,0.07502308,0,71.74496,83.10394,1.832094,281.202068786761,279.873683775554,27.3006340559243,35.7264054405333,35.54574,3.588372,85,85,2.349709,0.2462475
0.18,S,0.18,0.03256431,0,0.3924016,0,613.1037,62.75974,0.08890236,0,71.73231,83.10394,1.834134,282.226557238962,280.894324315307,27.3899284118177,38.5486525798798,38.35468,3.862271,85,85,2.719211,0.2835007
0.19,S,0.19,0.03513681,0,0.3941265,0,614.8325,62.73051,0.1039567,0,71.71966,83.10394,1.836174,283.251848359667,281.915764124039,27.4792928862244,41.3811599489558,41.17384,4.137064,85,85,3.116854,0.3234974
0.2,S,0.2,0.03771868,0,0.3954343,0,616.5612,62.70121,0.1201909,0,71.70701,83.10394,1.838214,284.277898105183,282.937959359808,27.5687233003005,44.2239272736176,44.00322,4.412751,85,85,3.542739,0.3662465
0.21,S,0.21,0.0403099,0,0.3964166,0,618.29,62.67182,0.1376107,0,71.69436,83.10394,1.840255,285.304743620311,283.960946997699,27.6582232332656,47.0769642823084,46.84283,4.689333,85,85,3.996969,0.4117569
0.22,S,0.22,0.0429105,0,0.397142,0,620.0187,62.64235,0.1562218,0,71.68171,83.10394,1.842295,286.33230141447,284.98464389725,27.7477850659174,49.9402809251341,49.69268,4.966811,85,85,4.479647,0.4600376
0.23,S,0.23,0.04552048,0,0.3976626,0,621.7474,62.6128,0.1760305,0,71.66906,83.10394,1.844335,287.360672903969,286.009151080019,27.8374178096422,52.8138769575862,52.55277,5.245185,85,85,4.990874,0.5110976
0.24,S,0.24,0.04813985,0,0.3980182,0,623.4762,62.58317,0.1970438,0,71.65641,83.10394,1.846375,288.389808896782,287.034419541886,27.9271171762308,55.6977624006125,55.42311,5.524456,85,85,5.530753,0.5649458
0.25,S,0.25,0.05076861,0,0.3982403,0,625.0865,62.55345,0.2192684,0,71.64376,83.10394,1.848416,289.358799506817,287.999768331264,28.011574271444,58.5913448642287,58.30311,5.804572,85,85,6.099384,0.6215909
0.26,S,0.26,0.05340623,0,0.3983533,0,625.631,62.52365,0.2427069,0,71.63111,83.10394,1.850456,289.78010022484,288.41948554922,28.0482948116574,61.4891337889444,61.1873,6.085055,85,85,6.696836,0.681039
0.27,S,0.27,0.05604769,0,0.3983769,0,626.1755,62.4938,0.2673181,0,71.61846,83.10394,1.852496,290.201449849252,288.839251448162,28.0850194494006,64.3911390876197,64.07569,6.365905,85,85,7.323152,0.7432938
0.28,S,0.28,0.05869301,0,0.3983274,0,626.72,62.46393,0.293103,0,71.60581,83.10394,1.854537,290.622742426829,289.258960440419,28.1217392886579,67.2973606896686,66.96828,6.647122,85,85,7.978372,0.808359
0.29,S,0.29,0.06134221,0,0.3982177,0,627.2646,62.43403,0.3200623,0,71.59316,83.10394,1.856577,291.043983617182,289.678618181426,28.158454649682,70.2077986301983,69.86507,6.928707,85,85,8.662539,0.8762381
0.3,S,0.3,0.06399526,0,0.3980584,0,627.8091,62.4041,0.3481972,0,71.58051,83.10394,1.858617,291.46511222312,290.098163720893,28.1951600279522,73.1224328157009,72.76604,7.210659,85,85,9.375694,0.9469349
0.31,S,0.31,0.06665216,0,0.3978581,0,628.3536,62.37415,0.3775081,0,71.56786,83.10394,1.860657,291.886207191828,290.517675676256,28.2318626466037,76.0412831533724,75.67121,7.492978,85,85,10.11788,1.020453
0.32,S,0.32,0.06931292,0,0.397624,0,628.8981,62.34418,0.4079969,0,71.55521,83.10394,1.862698,292.307189040504,290.93707489704,28.2685552357184,78.964349560333,78.58058,7.775664,85,85,10.88914,1.096796
0.33,S,0.33,0.07197753,0,0.397362,0,629.4426,62.31417,0.4396652,0,71.54256,83.10394,1.864738,292.728144897292,291.356448150657,28.3052457336671,81.8916319589191,81.49415,8.058716,85,85,11.68951,1.175968
0.3399999,S,0.3399999,0.07464602,0,0.397077,0,629.9872,62.28414,0.4725147,0,71.52991,83.10394,1.866778,293.149029820613,291.775750698299,28.3419298780212,84.8231105603429,84.4119,8.342135,85,85,12.51904,1.257972
0.3499999,S,0.3499999,0.07731836,0,0.396773,0,630.5317,62.25409,0.5065463,0,71.51727,83.10394,1.868818,293.569818671249,292.194957478758,28.3786056503264,87.7588051036656,87.33385,8.625921,85,85,13.37777,1.342813
0.3599999,S,0.3599999,0.07999457,0,0.3964534,0,631.0762,62.22401,0.5417628,0,71.50462,83.10394,1.870859,293.990571665746,292.614128465824,28.415278470186,90.6987057110279,90.25999,8.910074,85,85,14.26574,1.430493
0.3699999,S,0.3699999,0.08267464,0,0.3961213,0,631.6207,62.1939,0.5781658,0,71.49197,83.10394,1.872899,294.411209082074,293.033184270797,28.4519410460081,93.6428122710836,93.19032,9.194593,85,85,15.18299,1.521016
0.3799999,S,0.3799999,0.08535855,0,0.3957789,0,632.1653,62.16376,0.6157572,0,71.47931,83.10394,1.874939,294.831831680108,293.452225258157,28.4886023329174,96.5911348137419,96.12485,9.47948,85,85,16.12957,1.614386
0.3899999,S,0.3899999,0.08804635,0,0.3954285,0,632.7098,62.13361,0.6545401,0,71.46666,83.10394,1.876979,295.252353187522,293.871165463688,28.5252549819093,99.5436533283385,99.06356,9.764732,85,85,17.10551,1.710608
0.3999999,S,0.3999999,0.09073801,0,0.3950717,0,633.2543,62.10342,0.6945152,0,71.45401,83.10394,1.87902,295.672820586574,294.290051726591,28.5619027443989,102.5004174683,102.0065,10.05035,85,85,18.11086,1.809683
0.4099999,S,0.4099999,0.09343354,0,0.39471,0,633.7988,62.07321,0.7356868,0,71.44136,83.10394,1.88106,296.093186990097,294.708837319557,28.5985417059601,105.46135821491,104.9536,10.33634,85,85,19.14566,1.911616
0.4199999,S,0.4199999,0.09613292,0,0.3943447,0,634.2455,62.04297,0.7780552,0,71.42871,83.10394,1.8831,296.462749468319,295.077009993774,28.6307526175914,108.426012725243,107.9044,10.62265,85,85,20.20995,2.016411
0.4299999,S,0.4299999,0.09883572,0,0.3939771,0,634.5454,62.0127,0.8216169,0,71.41606,83.10394,1.88514,296.756071961483,295.369229367241,28.6563184832125,111.39357792489,110.8581,10.90921,85,85,21.30376,2.124071
0.4399998,S,0.4399998,0.1015412,0,0.393608,0,634.8453,61.98242,0.8663613,0,71.40341,83.10394,1.887181,297.0491484691,295.661203654136,28.6818629102899,114.364054738833,113.8147,11.19603,85,85,22.42713,2.234597
0.4499998,S,0.4499998,0.1042494,0,0.3932384,0,635.1453,61.95213,0.9122893,0,71.39076,83.10394,1.889221,297.341957972903,295.952911915475,28.7073840659629,117.337442318355,116.7742,11.4831,85,85,23.58007,2.347992
0.4599998,S,0.4599998,0.1069602,0,0.3928689,0,635.4452,61.92182,0.9594027,0,71.37811,83.10394,1.891261,297.634519703612,296.244373309703,28.7328836273253,120.313741496108,119.7366,11.77043,85,85,24.76263,2.46426
0.4699998,S,0.4699998,0.1096738,0,0.3925,0,635.7451,61.8915,1.007702,0,71.36546,83.10394,1.893301,297.926833391479,296.535587568225,28.7583615708835,123.293050946124,122.702,12.05801,85,85,25.97482,2.583402
0.4799998,S,0.4799998,0.1123901,0,0.3921323,0,636.045,61.86116,1.057191,0,71.35281,83.10394,1.895342,298.218896876768,296.826552539568,28.7838177084136,126.275271981835,125.6703,12.34585,85,85,27.21668,2.705422
0.4899998,S,0.4899998,0.1151091,0,0.3917663,0,636.345,61.83081,1.107868,0,71.34016,83.10394,1.897382,298.510689830807,297.117247971754,28.8092502671586,129.260403665163,128.6415,12.63394,85,85,28.48824,2.830321
0.4999998,S,0.4999998,0.1178308,0,0.3914022,0,636.6449,61.80045,1.159737,0,71.32751,83.10394,1.899422,298.802231465619,297.407693004591,28.8346609225832,132.248447016531,131.6156,12.92229,85,85,29.78952,2.958102
0.5099998,S,0.5099998,0.1205552,0,0.3910404,0,636.9448,61.77007,1.212797,0,71.31487,83.10394,1.901463,299.093521220493,297.697887079616,28.8600496258342,135.239401006134,134.5926,13.21089,85,85,31.12057,3.088768
0.5199998,S,0.5199998,0.1232823,0,0.3906811,0,637.2448,61.73967,1.26705,0,71.30222,83.10394,1.903503,299.384558661534,297.987829764703,28.8854163391109,138.233265630182,137.5725,13.49974,85,85,32.48139,3.222321
0.5299998,S,0.5299998,0.1260121,0,0.3903247,0,637.5447,61.70926,1.322499,0,71.28957,83.10394,1.905543,299.675320735976,298.277498094031,28.9107590522238,141.230041909438,140.5553,13.78885,85,85,33.87203,3.358763
0.5399998,S,0.5399998,0.1287446,0,0.3899712,0,637.8446,61.67884,1.379144,0,71.27692,83.10394,1.907583,299.965828438853,298.566912983704,28.9360795960459,144.229728816015,143.541,14.07821,85,85,35.29251,3.498099
0.5499998,S,0.5499998,0.1314797,0,0.3896209,0,638.1445,61.6484,1.436988,0,71.26427,83.10394,1.909624,300.256080109139,298.856072779082,28.9613778258203,147.232326347053,146.5296,14.36782,85,85,36.74287,3.640329
0.5599998,S,0.5599998,0.1342176,0,0.3892739,0,638.4445,61.61795,1.496031,0,71.25162,83.10394,1.911664,300.546074711788,299.144976449146,28.9866536513505,150.237835523411,149.5211,14.65769,85,85,38.22312,3.785456
0.5699998,S,0.5699998,0.1369582,0,0.3889301,0,638.7444,61.58749,1.556276,0,71.23897,83.10394,1.913704,300.8357718611,299.433583777197,29.0119033778898,153.246155795599,152.5154,14.94781,85,85,39.7333,3.933484
0.5799997,S,0.5799997,0.1397013,0,0.3886759,0,639.0443,61.55701,1.618081,0,71.22632,83.10394,1.915744,301.125042686185,299.721766343546,29.0371161216356,156.257386684165,155.5126,15.23818,85,85,41.27344,4.084414
0.5899997,S,0.5899997,0.1424472,0,0.3886853,0,639.1788,61.52651,1.682244,0,71.21367,83.10394,1.917785,301.326926211055,299.92289035165,29.0547122325272,159.270625687355,158.5118,15.52873,85,85,42.84356,4.238248
0.5999997,S,0.5999997,0.1451949,0,0.3886951,0,639.2424,61.49601,1.747698,0,71.20102,83.10394,1.919825,301.491324631369,300.08667027028,29.0690411619244,162.285570233535,161.5127,15.81942,85,85,44.44369,4.394989
0.6099997,S,0.6099997,0.1479443,0,0.3887053,0,639.3059,61.4655,1.814436,0,71.18837,83.10394,1.921865,301.655163151338,300.249892404196,29.0833211158803,165.302120982592,164.5152,16.11025,85,85,46.07383,4.554637
0.6199997,S,0.6199997,0.1506952,0,0.388716,0,639.3694,61.43499,1.88246,0,71.17572,83.10394,1.923905,301.818530972496,300.412645585592,29.0975602183617,168.320278675381,167.5193,16.40123,85,85,47.734,4.717195
0.6299997,S,0.6299997,0.1534475,0,0.388727,0,639.433,61.40447,1.95177,0,71.16307,83.10394,1.925946,301.981460828467,300.574962441788,29.1117611492814,171.340142090146,170.5251,16.69235,85,85,49.42422,4.882663
0.6399997,S,0.6399997,0.1562015,0,0.3887385,0,639.4966,61.37395,2.022373,0,71.15042,83.10394,1.927986,302.143843323301,300.73673398868,29.1259143718667,174.361611514937,173.5325,16.98361,85,85,51.14451,5.051043
0.6499997,S,0.6499997,0.158957,0,0.3887503,0,639.5602,61.34343,2.094266,0,71.13777,83.10394,1.930026,302.30574446209,300.898025999918,29.1400254655214,177.384686947788,176.5415,17.27501,85,85,52.89488,5.222336
0.6599997,S,0.6599997,0.161714,0,0.3887627,0,639.6237,61.31291,2.167451,0,71.12512,83.10394,1.932067,302.467136564895,301.058810865991,29.1540923666331,180.409368572587,179.5521,17.56655,85,85,54.67535,5.396544
0.6699997,S,0.6699997,0.1644725,0,0.3887754,0,639.6873,61.28238,2.241931,0,71.11247,83.10394,1.934107,302.628030819854,301.219099749918,29.168115875932,183.435656387533,182.5643,17.85823,85,85,56.48593,5.573668
0.6799996,S,0.6799996,0.1672326,0,0.3887886,0,639.7509,61.25185,2.317707,0,71.09982,83.10394,1.936147,302.78843655246,301.378901942273,29.1820968052865,186.463550019624,185.5781,18.15005,85,85,58.32664,5.753709
0.6899996,S,0.6899996,0.1699941,0,0.3888022,0,639.8144,61.22132,2.394782,0,71.08717,83.10394,1.938187,302.94828943001,301.538153369331,29.196029373578,189.493050024348,188.5935,18.44201,85,85,60.1975,5.936669
0.6999996,S,0.6999996,0.1727572,0,0.3888162,0,639.878,61.19078,2.473158,0,71.07452,83.10394,1.940228,303.107690236786,301.696954402388,29.2099227147657,192.524155843341,191.6105,18.73411,85,85,62.09852,6.12255
0.7099996,S,0.7099996,0.1755218,0,0.3888307,0,639.9415,61.16024,2.552836,0,71.06187,83.10394,1.942268,303.266554274654,301.855220679001,29.2237692718342,195.55686784653,194.6291,19.02635,85,85,64.02972,6.311352
0.7199996,S,0.7199996,0.1782879,0,0.3888456,0,640.0051,61.1297,2.633817,0,71.04922,83.10394,1.944308,303.424871826249,302.012942535496,29.2375680217561,198.591086321353,197.6492,19.31873,85,85,65.9911,6.503078
0.7299996,S,0.7299996,0.1810555,0,0.3888609,0,640.0687,61.09916,2.716102,0,71.03658,83.10394,1.946348,303.582733829313,302.170210533527,29.2513272417404,201.626910050036,200.6709,19.61124,85,85,67.9827,6.697727
0.7399996,S,0.7399996,0.1838246,0,0.3888767,0,640.1322,61.06861,2.799696,0,71.02393,83.10394,1.948389,303.7400527819,302.326937517422,29.2650391301319,204.664339773798,203.6942,19.90389,85,85,70.00453,6.895303
0.7499996,S,0.7499996,0.1865952,0,0.3888929,0,640.1958,61.03806,2.884598,0,71.01128,83.10394,1.950429,303.89689315564,302.483187716294,29.2787093062512,207.703275965518,206.719,20.19668,85,85,72.05659,7.095806
0.7599996,S,0.7599996,0.1893672,0,0.3889096,0,640.2441,61.0075,2.970811,0,70.99863,83.10394,1.952469,304.04512162142,302.63085842325,29.2916286981581,210.743717696662,209.7453,20.4896,85,85,74.13892,7.299237
0.7699996,S,0.7699996,0.1921407,0,0.3889267,0,640.2906,60.97694,3.058334,0,70.98598,83.10394,1.954509,304.191925570901,302.777109951216,29.3044241049288,213.785664224665,212.7731,20.78264,85,85,76.25151,7.505599
0.7799996,S,0.7799996,0.1949156,0,0.3889443,0,640.3372,60.94638,3.147171,0,70.97333,83.10394,1.95655,304.338204364903,302.922838293775,29.3171737399236,216.829016578674,215.8023,21.07581,85,85,78.39439,7.714891
0.7899995,S,0.7899995,0.1976918,0,0.3889624,0,640.3838,60.91582,3.237317,0,70.96068,83.10394,1.95859,304.48391920123,303.068004811917,29.329874044478,219.873874654956,218.833,21.36911,85,85,80.56757,7.927115
0.7999995,S,0.7999995,0.2004695,0,0.3889809,0,640.4304,60.88526,3.32878,0,70.94803,83.10394,1.96063,304.629124416047,303.212663603312,29.3425301068589,222.920137813887,221.8651,21.66253,85,85,82.77106,8.142274
0.8099995,S,0.8099995,0.2032486,0,0.3889998,0,640.4769,60.85469,3.421558,0,70.93538,83.10394,1.96267,304.773801755932,303.356796500299,29.3551401604603,225.967906322901,224.8987,21.95608,85,85,85.00488,8.360367
0.8199995,S,0.8199995,0.206029,0,0.3890193,0,640.5235,60.82413,3.515656,0,70.92273,83.10394,1.964711,304.91790735685,303.500359821105,29.367700205165,229.017081025071,227.9337,22.24976,85,85,87.26904,8.581396
0.8299995,S,0.8299995,0.2088109,0,0.3890392,0,640.5701,60.79356,3.611071,0,70.91008,83.10394,1.966751,305.061500966604,303.643413054619,29.3802158014456,232.067660807682,230.9701,22.54356,85,85,89.56355,8.805363
0.8399995,S,0.8399995,0.211594,0,0.3890595,0,640.6167,60.76299,3.707808,0,70.89743,83.10394,1.968791,305.204571415207,303.785945090074,29.3926857988668,235.119646596463,234.0079,22.83749,85,85,91.88844,9.032268
0.8499995,S,0.8499995,0.2143786,0,0.3890804,0,640.6633,60.73241,3.805867,0,70.88478,83.10394,1.970832,305.347055615881,303.927893095138,29.4051045235062,238.1731369916,237.0472,23.13154,85,85,94.24372,9.262113
0.8599995,S,0.8599995,0.2171645,0,0.3891017,0,640.7098,60.70183,3.905251,0,70.87213,83.10394,1.972872,305.489021776757,304.069324987228,29.4174782728141,241.228032465516,240.0879,23.42571,85,85,96.62939,9.494899
0.8699995,S,0.8699995,0.2199519,0,0.3891235,0,640.7564,60.67125,4.005963,0,70.85948,83.10394,1.974912,305.63040731582,304.210178454126,29.4298012385931,244.284333943733,243.13,23.72001,85,85,99.04549,9.730627
0.8799995,S,0.8799995,0.2227405,0,0.3891458,0,640.803,60.64067,4.108,0,70.84683,83.10394,1.976952,305.771273000978,304.350514000895,29.442079071116,247.342040314388,246.1735,24.01443,85,85,101.492,9.969299
0.8899994,S,0.8899994,0.2255305,0,0.3891686,0,640.8495,60.61009,4.211368,0,70.83418,83.10394,1.978993,305.911574693236,304.490287671877,29.4543077459426,250.401151947428,249.2184,24.30897,85,85,103.969,10.21092
0.8999994,S,0.8999994,0.2283219,0,0.3891918,0,640.8961,60.5795,4.316066,0,70.82153,83.10394,1.981033,306.051313553775,304.629500640958,29.4664871885229,253.461668657236,252.2647,24.60363,85,85,106.4764,10.45548
0.9099994,S,0.9099994,0.2311147,0,0.3892156,0,640.9427,60.54891,4.422093,0,70.80888,83.10394,1.983073,306.190528109024,304.768191255464,29.4786211101562,256.523591369062,255.3124,24.89842,85,85,109.0143,10.70299
0.9199994,S,0.9199994,0.2339088,0,0.3892398,0,640.9895,60.51832,4.529457,0,70.79623,83.10394,1.985113,306.329302710915,304.906443567107,29.490716685325,259.586919156712,258.3615,25.19333,85,85,111.5826,10.95345
0.9299994,S,0.9299994,0.2367042,0,0.3892646,0,641.0372,60.48773,4.638158,0,70.78358,83.10394,1.987154,306.467962597484,305.044581606941,29.5028020855517,262.651651834742,261.412,25.48836,85,85,114.1815,11.20686
0.9399994,S,0.9399994,0.239501,0,0.3892898,0,641.0848,60.45713,4.748197,0,70.77094,83.10394,1.989194,306.606070638769,305.182169856087,29.5148395637905,265.717690244915,264.4638,25.78351,85,85,116.8109,11.46322
0.9499994,S,0.9499994,0.2422991,0,0.3893156,0,641.1325,60.42654,4.859569,0,70.75829,83.10394,1.991234,306.74363028712,305.319211770988,29.5268292450115,268.785133544688,267.517,26.07878,85,85,119.4708,11.72253
0.9599994,S,0.9599994,0.2450986,0,0.3893419,0,641.1802,60.39594,4.972284,0,70.74564,83.10394,1.993274,306.880615890016,305.455681812881,29.5387687161065,271.853982103904,270.5716,26.37417,85,85,122.1612,11.98479
0.9699994,S,0.9699994,0.2478994,0,0.3893687,0,641.2278,60.36533,5.086341,0,70.73299,83.10394,1.995315,307.017044484892,305.591596920965,29.550659815522,274.924136023817,273.6275,26.66968,85,85,124.8822,12.25001
0.9799994,S,0.9799994,0.2507015,0,0.3894041,0,641.2755,60.33473,5.201848,0,70.72034,83.10394,1.997355,307.152819071714,305.726860494652,29.5624937341963,277.995695017425,276.6848,26.96531,85,85,127.6338,12.51819
0.9899994,S,0.9899994,0.2535049,0,0.3894644,0,641.3232,60.30412,5.319037,0,70.70769,83.10394,1.999395,307.287896024722,305.861429037969,29.5742670264484,281.068558630978,279.7434,27.26105,85,85,130.4159,12.78932
0.9999993,S,0.9999993,0.2563096,0,0.3895253,0,641.3708,60.27351,5.437595,0,70.69504,83.10394,2.001436,307.42238049185,305.995407320505,29.5859886776469,284.142827317745,282.8034,27.55691,85,85,133.2287,13.06341
1.009999,S,1.009999,0.2591157,0,0.3895867,0,641.4185,60.2429,5.55752,0,70.68239,83.10394,2.003476,307.556251126674,306.128774093435,29.5976566495489,287.218401548818,285.8647,27.85289,85,85,136.072,13.34046
1.019999,S,1.019999,0.2619231,0,0.3896486,0,641.4662,60.21229,5.678816,0,70.66974,83.10394,2.005516,307.689567660753,306.261588829116,29.6092765046133,290.295280214062,288.9273,28.14898,85,85,138.946,13.62047
1.029999,S,1.029999,0.2647317,0,0.3897111,0,641.5139,60.18168,5.80148,0,70.65709,83.10394,2.007556,307.8222676769,306.393789379828,29.6208424461362,293.373464607863,291.9912,28.44519,85,85,141.8505,13.90344
1.039999,S,1.039999,0.2675416,0,0.3897742,0,641.5615,60.15106,5.925519,0,70.64444,83.10394,2.009597,307.954409071123,306.52543338925,29.6323598769532,296.453052964242,295.0565,28.74151,85,85,144.7858,14.18937
1.049999,S,1.049999,0.2703529,0,0.3898378,0,641.6092,60.12044,6.050934,0,70.63179,83.10394,2.011637,308.100278759306,306.328975054028,32.9900108201059,299.533897638374,298.11978968207,29.0714101008272,84.43036,84.43036,147.767,14.47844
1.059999,S,1.059999,0.2731654,0,0.389902,0,641.6569,60.08982,6.177722,0,70.61914,83.10394,2.013677,308.231200108576,306.455487902213,33.0379577908457,302.616051555483,301.184344492594,29.4017896713511,84.42442,84.42442,150.7788,14.7708
1.069999,S,1.069999,0.2759793,0,0.3899668,0,641.7046,60.0592,6.305889,0,70.60649,83.10394,2.015717,308.361578659047,306.581488150441,33.0855605447542,305.699508698053,304.250159305572,29.7326452694034,84.41853,84.41853,153.8213,15.06647
1.079999,S,1.079999,0.2787944,0,0.3900321,0,641.7523,60.02857,6.435436,0,70.59384,83.10394,2.017758,308.491310100651,306.706872483993,33.1328051740806,308.784262945874,307.317227961858,30.0639733137384,84.4127,84.4127,156.8945,15.36546
1.089999,S,1.089999,0.2816107,0,0.390098,0,641.8271,59.99794,6.566364,0,70.58119,83.10394,2.019798,308.635095189299,306.846271856667,33.1811306343232,311.870454908036,310.385690611839,30.3957846126651,84.40691,84.40691,159.9983,15.66776
1.099999,S,1.099999,0.2844285,0,0.3901645,0,641.9201,59.96731,6.698687,0,70.56854,83.10394,2.021838,308.787938601968,306.994711267333,33.2300809499391,314.958174936369,313.455637655894,30.728085414737,84.40118,84.40118,163.1329,15.97337
1.109999,S,1.109999,0.2872478,0,0.3902316,0,642.0131,59.93668,6.832402,0,70.55589,83.10394,2.023878,308.940243960776,307.142642051686,33.2786984729476,318.047417978606,316.527064007759,31.0608723920281,84.3955,84.3955,166.2982,16.28232
1.119999,S,1.119999,0.2900685,0,0.3902993,0,642.1061,59.90604,6.967521,0,70.54324,83.10394,2.025918,309.091988167144,307.290040367867,33.3269896605186,321.138178000185,319.599964342753,31.3941422811841,84.38986,84.38986,169.4942,16.59459
1.129999,S,1.129999,0.2928908,0,0.3903676,0,642.1991,59.87539,7.10404,0,70.53059,83.10394,2.027959,309.24311732779,307.436850584874,33.374968420403,324.23044915732,322.674332779884,31.7278919579282,84.38428,84.38428,172.7209,16.91021
1.139999,S,1.139999,0.2957145,0,0.3904365,0,642.2921,59.84474,7.241961,0,70.51794,83.10394,2.029999,309.393722917982,307.583164096496,33.4226412097707,327.324226142931,325.750164352099,32.0621183625554,84.37875,84.37875,175.9784,17.22916
1.149999,S,1.149999,0.2985396,0,0.390506,0,642.3851,59.81409,7.381291,0,70.50529,83.10394,2.032039,309.543705130849,307.728881561657,33.4699990879247,330.419502847626,328.827453098933,32.3968183459535,84.37325,84.37325,179.2667,17.55145
1.159999,S,1.159999,0.3013663,0,0.3905761,0,642.4781,59.78343,7.522026,0,70.49265,83.10394,2.03408,309.693144505016,307.874082453218,33.5170569560267,333.51627357858,331.90619385465,32.7319889080221,84.36781,84.36781,182.5857,17.87709
1.169999,S,1.169999,0.3041944,0,0.3906469,0,642.5711,59.75277,7.664174,0,70.48,83.10394,2.03612,309.841954649135,308.018679351032,33.5638202778359,336.614531958945,334.986380579313,33.0676271032984,84.3624,84.3624,185.9356,18.20609
1.179999,S,1.179999,0.307024,0,0.3907183,0,642.6641,59.7221,7.807729,0,70.46735,83.10394,2.03816,309.990241123515,308.162779543462,33.6102796159499,339.714273053993,338.068008305868,33.4037298919454,84.35705,84.35705,189.3163,18.53845
